"名称","住所","ID","住所1","住所2","住所3","電話","FAX","利用時間","階数","定休日","駐車場","敷地内の状況および施設入口","誘導施設","案内設備","昇降設備","トイレ","公衆電話","その他の設備","備考","カテゴリー","分類"
"御坊市立　財部会館","御坊市湯川町財部４８５","28026","和歌山県","御坊市","湯川町財部４８５","０７３８－２３－２３９４","","９：００～１２：００　１３：００～１４：３０","地上２階 ","土日・祝日","◎一般駐車場　有り：２４台<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可","◎誘導ブロック　有り<br>◎他の誘導設備：階段手摺りに点字あり","","","◎障害者（車椅子）用便所　有り：１箇所（入口通路右側）<br>◎洋式大便所　有り：１箇所<br>◎手すり付便所　有り：１箇所","","◎車椅子の常備　有り：１台（入口左側）","","文化施設","文化施設"
"阿戸公衆便所","日高郡由良町阿戸１００２－３７","28027","和歌山県","日高郡","由良町阿戸１００２－３７","０７３８－６５－１８０１","","２４時間","地上１階 ","無休","<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可","◎誘導ブロック　有り","","","◎障害者（車椅子）用便所　有り：１箇所（独立公衆トイレ内にある）<br>◎洋式大便所　有り：１箇所<br>◎手すり付便所　有り：１箇所","","","","トイレ","トイレ"
"由良町立　由良中学校","日高郡由良町大字阿戸７０８番地の１","28028","和歌山県","日高郡","由良町大字阿戸７０８番地の１","０７３８－６５－００４９","","８：３０～１７：３０","地上３階 ","土日・祝日・年末年始","◎一般駐車場　有り：４４台<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可","◎他の誘導設備：インターホン","","◎一般用エレベーター　有り<br>◎障害者用エレベーター　有り（低位置操作盤・点字表示・音声案内）","◎障害者（車椅子）用便所　有り：１箇所（職員室の正面）<br>◎洋式大便所　有り：１箇所<br>◎手すり付便所　有り：１箇所","","","","文化施設","文化施設"
"日高港塩屋緑地","御坊市塩屋町南塩屋４５０番２６","28031","和歌山県","御坊市","塩屋町南塩屋４５０番２６","０７３８－２２－４１１１","","24時間","地上１階 ","無休","◎一般駐車場　有り：１６台<br>◎障害者用駐車場　有り：１台","","◎誘導ブロック　有り","","","◎障害者（車椅子）用便所　有り：１箇所（独立公衆トイレ）","","","","トイレ","トイレ"
"和歌山県立　紀央館高等学校","御坊市湯川町小松原４３の１","28032","和歌山県","御坊市","湯川町小松原４３の１","０７３８－２２－４０１１","","８：３０～１７：３０","地上３階 ","土日・祝日・年末年始","◎一般駐車場　有り：２５台","◎施設入口への車椅子利用：可","","","","◎障害者（車椅子）用便所　有り：１箇所（正面入口左側）<br>◎手すり付便所　有り：１箇所","","","","文化施設","文化施設"
"JA紀南　二川多目的ホール","田辺市中辺路町川合１４９６","28033","和歌山県","田辺市","中辺路町川合１４９６","０７３９－６４－０３００","","定まっていない","地上１階 ","なし","◎一般駐車場　有り：８台<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可","◎誘導ブロック　有り","","","◎障害者（車椅子）用便所　有り：１箇所（施設入りホール手前右側）<br>◎洋式大便所　有り：１箇所<br>◎手すり付便所　有り：１箇所","","◎車椅子の常備　有り：１台（ホール手前右側に常備）","","その他","その他"
"あすなろ第1、第2学童保育所　","西牟婁郡上富田町朝来２７５０（朝来小学校内）","28034","和歌山県","西牟婁郡","上富田町朝来２７５０（朝来小学校内）","０７３９－４７－５９３０（上富田町教育委員会）","","学校終業後～１７：３０","地上１階 ","日曜","◎一般駐車場　有り：６４台<br>◎障害者用駐車場　有り：２台","◎施設入口への車椅子利用：可","◎誘導ブロック　有り","","","◎障害者（車椅子）用便所　有り：１箇所（あすなろ第一学童保育所入り右側）<br>◎洋式大便所　有り：４箇所<br>◎手すり付便所　有り：１箇所","","","","文化施設","文化施設"
"上富田地域交流センター","上富田町生馬字松尾３１６番地の５５他","28035","和歌山県","西牟婁郡","上富田町生馬字松尾３１６番地の５５他","０７３９－４７－５９３０（上富田町教育委員会生涯学習課）","","８：３０～１７：３０","地上２階 ","日曜","◎一般駐車場　有り：９台<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可","◎誘導ブロック　有り","","","◎障害者（車椅子）用便所　有り：１箇所（施設入口右側、受付の左側）<br>◎洋式大便所　有り：２箇所","","","","文化施設","文化施設"
"栗山医院","田辺市本宮町請川５５－１８","28036","和歌山県","田辺市","本宮町請川５５－１８","０７３５－４２－００１３","","９：００～１２：００　１４：００～１６：００","地上１階 ","金、日祝日、土曜午後","◎一般駐車場　有り：３台<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可","◎誘導ブロック　有り<br>◎他の誘導設備：インターホン","","","◎障害者（車椅子）用便所　有り：１箇所（施設入り受付の向側）<br>◎洋式大便所　有り：１箇所<br>◎手すり付便所　有り：１箇所","","◎車椅子の常備　有り：１台（受付前廊下突き当り診察室付近に常備）","","医療施設","医療施設"
"医療法人　淳風会　熊野路クリニック","新宮市緑ヶ丘２丁目１番２０号","28037","和歌山県","新宮市","緑ヶ丘２丁目１番２０号","０７３５－２１－２１１０","","９：００～２１：００、４：００～６：３０","地上１階 ","日祝日","◎一般駐車場　有り：２０台<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可<br>◎自動ドア有り","◎誘導ブロック　有り","","","◎障害者（車椅子）用便所　有り：１箇所（施設入りすぐ左側）<br>◎洋式大便所　有り：３箇所<br>◎手すり付便所　有り：３箇所","","◎車椅子の常備　有り：５台（施設入り左側の廊下に常備）","","医療施設","医療施設"
"調剤薬局　ネットワーク榎原店","和歌山市榎原２０４－２０","28038","和歌山県","和歌山市","榎原２０４－２０","０７３－４５５－１５５７","","月～金９：００～１９：００、木９：００～１７：００、土９：００～１３：００","地上２階 ","日・祝日・休局","◎一般駐車場　有り：２台","◎施設入口への車椅子利用：可<br>◎自動ドア有り","◎誘導ブロック　有り","","","","","","","大規模小売店舗","大規模小売店舗"
"コンプラベルデⅠ","和歌山市北島４５３－１","28039","和歌山県","和歌山市","北島４５３－１","管理委託会社　ランドシステム（株）０７３－４７５－０７７０","","各店舗により異なる","地上２階 ","各店舗により異なる","◎一般駐車場　有り：３７台<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可<br>◎自動ドア有り<br>※１･２階合わせて８店舗があり各店ごとに入口あり。","◎誘導ブロック　有り","◎一般案内　有り","◎一般用エレベーター　有り<br>◎障害者用エレベーター　有り（低位置操作盤・音声案内）","◎洋式大便所　有り：４箇所","","","","大規模小売店舗","大規模小売店舗"
"コンプラベルデⅡ","和歌山市北島４５３－１","28040","和歌山県","和歌山市","北島４５３－１","管理委託会社　ランドシステム（株）０７３－４７５－０７７０","","各店舗により異なる","地上２階 ","各店舗により異なる","◎一般駐車場　有り：２１台<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可<br>※１･２階に店舗があり各店ごとに入口有り。２階には階段のみ。","◎誘導ブロック　有り","◎一般案内　有り","","◎洋式大便所　有り：各店舗に有り","","","","大規模小売店舗","大規模小売店舗"
"(株)INAX和歌山ショールーム","和歌山市三葛２５５－５","28041","和歌山県","和歌山市","三葛２５５－５","０７３－４４７－１７１０","","１０：００～１９：００","地上２階 ","火・水　年末年始・夏休み","◎一般駐車場　有り：１８台<br>◎障害者用駐車場　有り：１台","◎施設入口への車椅子利用：可<br>◎自動ドア有り","◎誘導ブロック　有り<br>◎他の誘導設備：インターホン","","","◎障害者（車椅子）用便所　有り：１箇所（ショールーム内奥側）<br>◎洋式大便所　有り：１箇所<br>◎手すり付便所　有り：１箇所<br>◎ベビーベッド 有り","","","","大規模小売店舗","大規模小売店舗"
